id,created_at,text
1030147288105213952,2018-08-16 17:40:27,"@TommyWorldPower I’m of the camp that LN is chain agnostic, not a maximalist. In terms of decentralisation &amp; reliable store of value I see BTC as a leader. If BTC onboarded the world onto LN it would take 40yrs+, meaning only a 10x in blocksize or compression &amp; it’s doable in 4yrs+. (Rough calcs)"
1030081082404888576,2018-08-16 13:17:22,"There’s two types of people in the world; mercenaries and missionaries. Mercenaries want BTC price to go up. Missionaries want to bring BTC to the masses. Ironically, missionaries make more money than mercenaries. (@JeffBezos reference)"
1030035054184026112,2018-08-16 10:14:28,"via:
https://t.co/x7vd7x3eN7"
1030035052778987520,2018-08-16 10:14:28,"“Maybe I’m just too old, but I’m going to let this mania go on without me.” — @truthgundlach, DoubleLine Capital CEO and Chief Investment Officer"
1030035051604529153,2018-08-16 10:14:28,"“Ten percent of my net worth is in this space.”— @novogratz, hedge fund manager, founder of Galaxy Digital Assets"
1030035049494790145,2018-08-16 10:14:27,"“I am very intrigued by Bitcoin. It has all the signs. Paradigm shift, hackers love it, yet it’s derided as a toy. Just like microcomputers.” — @paulg, founder of Y-Combinator"
1030031277263597568,2018-08-16 09:59:28,"Just found this cool quote (from a Forbes article):

“There are 3 eras of currency: Commodity based, politically based, and now, math based.”—@cdixon, general partner at a16z https://t.co/syjjEvjIpD"
1030029100591865856,2018-08-16 09:50:49,"@TommyWorldPower To be clear... what if the base layer chains are only meant to be for store of value and money becomes a technology stack. The higher layers of the stack being setup for transactional scaling, lower levels for decentralisation and value store. Paper money used to be gold-backed."
1030023709824876544,2018-08-16 09:29:23,@TommyWorldPower Do you see physical gold as being overvalued too?
1029697282294382598,2018-08-15 11:52:17,"@ArtursPuSh Just need to have enough buying power on one largish exchange to go high enough, then the stop-loss orders trigger, that volume is at ATH, so those stops will do most of the buying for you. Arb bots will then spread that buying to other exchanges and the cycle repeats there."
1029695567046299648,2018-08-15 11:45:28,"@neotrader84 Couldn't fit in one tweet so here it is in a capture. Zoom into the BTC chart, or any market for that matter, you'll see this game being played. Right now everyone is short, so that translates to a violent amount of buying if the price moves against stop-loss / resistance levels. https://t.co/pYFf0AYND2"
1029691280463462401,2018-08-15 11:28:26,@SGV_capital Once you add an extra chart using COMPARE at the top. You move it between your panels with Merge Up/Down using the trigger next to the symbol in the chart. https://t.co/jPiYTjlP66
1029670539600769026,2018-08-15 10:06:01,RT @woonomic: Leveraged short positions now near all time high. Anyone got a spare $35m in their trade account? Should be enough to trigger…
1029651423204700160,2018-08-15 08:50:03,"Leveraged short positions now near all time high. Anyone got a spare $35m in their trade account? Should be enough to trigger all those stops for a payday. 

See 12th April 2018. (Be care shorting out there.) https://t.co/dpHGoOGjrc"
1029482595401256963,2018-08-14 21:39:12,@ladislavtweet The new Aston Martin giveaway. https://t.co/RoM5g3R7BX
1029443284605825024,2018-08-14 19:02:59,Just saw the latest 2018 model lambo. https://t.co/BgJK54NLnw
1029417457440710666,2018-08-14 17:20:22,"@zaoyang I’ll let you know about timing after the retest of the mid 5000s. Just need to see what happens if it fails. Though I do think the lower green band in my pinned tweet will hold. Yes, IMO Jan 2019 timing is roughly right. In the mean time we can get back to building stuff."
1029414924387274752,2018-08-14 17:10:18,"We've just started that bit in the movie where the hero gets to bleed, then bleed some more, until all is seemingly lost, before Act III kicks in. 😂 https://t.co/LuwTZPBXJd"
1029302614352187393,2018-08-14 09:44:01,BTC short term charts is the story of a bunch of players triggering stops on smaller players for their payday. The long term charts is the story of adoption. Somewhere in the middle in the domain of emotion they meet to produce the market we see. https://t.co/vHqid2eCG4
1029296664614498304,2018-08-14 09:20:22,"RT @nic__carter: Conservatively, (adjusted estimates), Bitcoin has settled $848b this year, and is on track to settle $1.38T. Bitcoin, it a…"
1029293366738083840,2018-08-14 09:07:16,@AriannaSimpson Allocate a decent amount of time to do nothing. Doing “nothing” will fill with creativity and things you love. Creativity and passion is more important than productivity to achieve your real goals.
1029199164733882368,2018-08-14 02:52:57,@benjischoepfer Not a paid ad.
1029101019609870336,2018-08-13 20:22:57,"RT @woonomic: The 3rd dead kitten. Fractally speaking, I'm framing this last down leg as an oscillation around the main move. The green lin…"
1029039047010906114,2018-08-13 16:16:42,"@AzatFinrazor @fuserleer may correct me, but I'd say DAG-like graph, sharding into 2^64 spaces, with temporal proof elements to avoid double spends and the w/o need of a central coordinator. Promises near unlimited scaleability while keeping decentralisation."
1029016931070820352,2018-08-13 14:48:49,A project worth keeping an eye on IMO. https://t.co/NVPfV8636W
1028955080840675328,2018-08-13 10:43:02,"The 3rd dead kitten. Fractally speaking, I'm framing this last down leg as an oscillation around the main move. The green line is just magic crayons for short range TAs to determine, the retest target and rate of decline are the things I'm watching. NVT only mildly supports this. https://t.co/Yv9mWwXhMd"
1028578036722163712,2018-08-12 09:44:48,"An extract from ⁦@paulg⁩’s essay “Hackers &amp; Painters”. Have a read. This happens in crypto. Satoshi’s whitepaper was to communicate to a very specific audience, not to impress investors with Greek lettering. Many projects don’t need a whitepaper, they just want its halo. https://t.co/UYOxKFUDW3"
1027852568918151168,2018-08-10 09:42:03,@braindrainomar The reason why we don’t see this in normal products is the broken stuff goes through years of iterations behind closed doors before being unveiled as market ready. My 2 examples above are open systems. We get to see it break and get to participate in fixing. LN is no different.
1027850113077657601,2018-08-10 09:32:18,@braindrainomar Anyone revisiting the early days of any technology for example Satoshi‘s era of Bitcoin would have seen the same landmarks. I remember media reporting how the Internet would fail to scale in 1995 and it would die very soon.
1027552976016035840,2018-08-09 13:51:35,RT @woonomic: @braindrainomar Nah. This bear market has strong fundamentals. We'll recover just like the past. It's never been stronger on…
1027552659472035841,2018-08-09 13:50:19,@braindrainomar Nah. This bear market has strong fundamentals. We'll recover just like the past. It's never been stronger on the long view. The fact that the media and big institutional players are talking it down is amazing. BTC used to be laughed at.
1027484391776440321,2018-08-09 09:19:03,@breenemachine @DollarJones @QWQiao He should run it with blockchain info’s derived NVT. Comes down to how accurate the estimates of the UXTOs are.
1027263169083965440,2018-08-08 18:39:59,@abhineshwar Actually if we look at the volatility numerically it's almost identical (https://t.co/SmcX49R550) But the down whiskers in the 2014 bear was very telling as signs of low buyer liquidity.
1027242171253121025,2018-08-08 17:16:33,"@braindrainomar But the rest looks right, thanks for putting all of those calls together."
1027241333566697473,2018-08-08 17:13:13,@braindrainomar I never predicted a flash dump. It was a discussion on price movements in the context of a hypothetical banking crisis similar to WFC 2008. https://t.co/98cIl57DRc
1027236705072492544,2018-08-08 16:54:50,"@alvin_tanpoco I haven't looked into futures hedging, do we have estimates on this volume?"
1027191058659270656,2018-08-08 13:53:27,Just looking at Chris’ chart you can see BTC is much stronger this time around. (Comparing OBV indicators over the same time frame is a great way to see of this more clearly.) There’s a lot of buying going on behind the fear and capitulation. https://t.co/uBQyL6cBDk
1026610586640101377,2018-08-06 23:26:52,@cryptopresence Unaffected. Probably time for a NVT FAQ
1026144564795633664,2018-08-05 16:35:03,"RT @ChardyBTC: Palms are sweaty
Charts weak bags are heavy
Theres blood in the streets already
alts are sketchy
Hes nervous but on the surf…"
1026025241703788545,2018-08-05 08:40:54,"@TuurDemeester Or alternatively, it does matter as perhaps comparison to products/companies is misleading. Better to compare to open protocols and computer languages. In which case it's important."
1026023678008614914,2018-08-05 08:34:42,@TuurDemeester Probably importance weighting changes in different stages of the adoption curve.
1025345604464140289,2018-08-03 11:40:16,"@1337_snowflake @TuurDemeester @1337_snowflake, ignore these comments, just read the NVM article, it's based on daily active addresses as the base input for the Metcalfe equation, so in that regards, being address count centric, I concur with Tuur's assessment."
1025332320566472705,2018-08-03 10:47:29,@1337_snowflake @TuurDemeester Here's the chart to show how on-chain value transmitted do not skip a beat during spam attacks. https://t.co/jBGYo7vQsK
1025330614298456064,2018-08-03 10:40:42,"@1337_snowflake @TuurDemeester I haven't had time to dive into NVM ratio, but as a derivative of NVT which I know well, those issues turn out no issue. Spam attacks are of dust levels, you don't see on chain value skipping a beat. Blocksize / tx ceiling does not impact it either. https://t.co/ZgjpIWlx2O"
1025072471496634368,2018-08-02 17:34:56,"Just reading a lot of the comments. Assumes we get a banking crisis like before. Timing black swans is next to impossible, so guessing price levels is just silly as we don't know what BTC will be. For all we know the entire markets may just freeze as per @JamesGRickards"
1024722146000596992,2018-08-01 18:22:52,"@ianberman Maybe they'd be swimming against a tide of lower earnings. Interestingly in 2008, GM in particular fell because their so called rainy day cash positions were put into so called AAA+ mortgage backed CDO instruments."
1024641968922664963,2018-08-01 13:04:16,"@cburniske Individuals are unpredictable, but in aggregate, I think human nature stays unchanged through the ages, so we do see some patterns emerge. We see repeating cycles in markets, fractal in nature, patterns in all markets that have existed since they first were invented I believe."
1024637309864620033,2018-08-01 12:45:46,"Probably also contingent on how many institutional players are in the BTC market over that period. Normal retail HODLers won't tend to have large leveraged positions to unwind from, apart from maybe mortgages."
1024636775279546368,2018-08-01 12:43:38,"Interesting to see most think BTC will moon. I think BTC will flash dump, then moon afterwards, just like with Gold in WFC 2008. Flight to safety: everything else sells off to USD, then used to unwind leveraged positions, then afterwards havens like Gold and BTC have a bull run. https://t.co/hSscpQXG6n"
1024634075993260032,2018-08-01 12:32:55,"We're now at about the same peak levels of NVT as the 2014 detox. In other words, a deviation between Mcap and on-chain value transfer. My latest thinking is perhaps NVT measures the ratio between short term trader vs long term investor speculation. https://t.co/gMvxIBHvxA"
1024298196137328640,2018-07-31 14:18:15,"@venzen @ImATruePerson @ToneVays If BTC wins, then it will eventually be a horizontal base band at full adoption. With wiggles on top that reflect market fluctuations like normal mature markets. For now, I use the adoption base band curve as a long term indicator. Works as long as BTC continues it’s “adoption”."
1024296799878742016,2018-07-31 14:12:42,"@venzen @ImATruePerson @ToneVays Yeah, along those lines. There’s a baseline adoption of BTC, i.e. people believe it will be the new money and will buy it. That’s an adoption S-curve in users/holders. I believe that translates to the long term Mcap chart shape like this. We are at 3% of the world population. https://t.co/MgiwaqwwTd"
1024264486734258176,2018-07-31 12:04:18,"RT @woonomic: @CryptoSmoy @venzen @ImATruePerson @ToneVays Standard NVT vet bull ""consolidation"" from a bear, this frames the trading envir…"
1024264120160399360,2018-07-31 12:02:50,"@CryptoSmoy @venzen @ImATruePerson @ToneVays Standard NVT vet bull ""consolidation"" from a bear, this frames the trading environment. NVT Signal to trade within this framing. When in bear, stay in USD as a base currency, then short (and long with extra care). When in bull stay in BTC and do vice versa
https://t.co/3rLuNSpj36"
1024240540781559808,2018-07-31 10:29:09,"@venzen @ImATruePerson @ToneVays Maybe I'll rephrase. It's areas where short term greed meets long term greed. Short term greed to your point is tactical, prone to emotion, oscillates to fear. The long term greed is more calculative - Is the yield good? What is the risk profile? Is it world changing?"
1024234183126732801,2018-07-31 10:03:53,"@venzen @ImATruePerson @ToneVays Tech markets in new territories exhibit trader speculation on top of a base adoption curve. Apple/Microsoft in the PC era, Google during web 2.0, now Bitcoin. So also I look for areas where tactical trade games meet the buying power of value investors, these are areas of bottoms."
1024229265045213184,2018-07-31 09:44:20,"@ianberman Someone should do that chart with tax adjusted ROI. Though on leverage, risk adjusted ROI takes that into account. You mean cost of leverage is cheap eh?"
1023881980230946821,2018-07-30 10:44:21,@venzen @ToneVays Thanks!
1023696279082283008,2018-07-29 22:26:26,And we are live! https://t.co/2ncHBsj5Gb
1023688717939167232,2018-07-29 21:56:24,"And the prize for the best ETH giveaway scam tweet goes to...

(Be sure to read Elon Musk's philosophical tweet they are replying to lol) https://t.co/B4LOZ2wZp9"
1023516750095167489,2018-07-29 10:33:03,@thisisindeed I wanna see the results first as not to influence the survey.
1023513206654824448,2018-07-29 10:18:59,In a global banking crisis. BTCUSD price chart will:
1023251788722524160,2018-07-28 17:00:12,"@jgreco Volatility is a singularly dimensioned red herring, like saying nobody will drive a car that is powered by 4000 explosions per minute. Investors seek the best risk-adjusted returns, can gear risk level appropriate to the individual with allocation. The young can wear more risk."
1023168422019063808,2018-07-28 11:28:56,"Great they surveyed ""US investors"", they forgot to survey the future investors happening right now who did not register as investors by official measures... you know, the millennials, which were shut out of wealth by the current generation and robbed of their financial future. https://t.co/qKKFO3qW4o"
1023163757768437765,2018-07-28 11:10:23,@phincaphetrades Thanks! I was starting to freak out that there was no longer any troll armies rubbishing my tweets like I used to when I started doing long range forecasting using fundamental NVT data. This latest call just has everyone agreeing (which is a reverse indicator).
1023151324467216384,2018-07-28 10:20:59,"Thinking that ""beware of imposters"" is more effective headline to lower the yield that ETH giveaway scams are getting. Credit to @ToneVays for the idea. https://t.co/NO5etBgJtV"
1023149784801128453,2018-07-28 10:14:52,Maybe more correct to say a ratio of short term vs long term speculation.
1023148291075330048,2018-07-28 10:08:56,"Lately, been thinking on-chain value transmitted as a measure of long term settled trades (incl. OTC); a measure of speculative adoption. While Network Value is derived from exchange based trading games and excl. OTC. Thus NVT = a ratio of low quality vs high quality speculation. https://t.co/l7JG2rPigI"
1023144752936624128,2018-07-28 09:54:52,"@TheBTCBastards I've been thinking the thought experiment of framing BTC valuation as a payments network and valuing it by the throughput of value transfer may be flawed. Nevertheless, NVT is based on the very tight long term correlation between on-chain value transfer and the network value."
1023143019086864384,2018-07-28 09:47:59,"@TheBTCBastards Lately I’ve been thinking value transmitted on-chain is a measure of settled long term trades, a measure of speculative adoption. While Network Value is derived from pure short term speculative trading games. When they get out of band the more fundamental on-chain value wins."
1023068053821693953,2018-07-28 04:50:06,"@MrPumpkinCraze @dwaltchack NVT standard is laggy but serves to determine when a bear market is truly bear vs a consolidation. This frames the trading environment. @Kalichkin’s NVT signal is faster, I found it good enough enough to be a leading indicator within that environment. https://t.co/HDgrysVRGJ"
1022979479411589120,2018-07-27 22:58:08,"@dwaltchack Value transmitted by the blockchain would need to improve substantially above the gains we see in price, i.e. NVT Ratio to normalise. When that happens we will have detoxed from our bear market, that hasn't happened yet. So it's fundamental analysis more than TA driving this call https://t.co/UbkQrtwhAn"
1022963919449718785,2018-07-27 21:56:18,"Sentiment is bullish, but I doubt we'll break $8.5k volume profile PoC &amp; 200MA. I think sideways, then downwards over the coming weeks to complete the third dead kitten, sliding downwards until a sustained sideways period to normalise volatility and NVT and a bull setup for 2019. https://t.co/K3wtuRsldj"
1022929942420627456,2018-07-27 19:41:18,"@r1cjl IMO, she's dead catting. Sideways then a slide back down in coming weeks."
1022588477966364672,2018-07-26 21:04:26,@ummjackson They should have gotten the gas cutter out. Removed the beam. And sold it via ICO before the next earthquake.
1022585981717962752,2018-07-26 20:54:31,"@utxo__ @cburniske Alternatively middleware may be developed by the app team and then shared to the world, we’ve see that before too.

Maybe wallets will open up APIs and become Bitcoin middleware."
1022433347962892289,2018-07-26 10:48:00,More thoughts on the “money stack” here: https://t.co/HMP8Dxzo4R
1022432948468019200,2018-07-26 10:46:25,"Investing in money as the killer app means all the forms that make the future “money stack”, including wallets and financial products inseparable to money."
1022432945947246592,2018-07-26 10:46:24,Of course one could ask what will Internet native and programmable money in a post Industrial Age look like? I’m not so sure that it will just be a digitised tokenised “sea shell” or “lump of gold”. A single token on a chain.
1022432944089128960,2018-07-26 10:46:24,"So I think while we are now building infrastructure, we’ll come back to money being the killer app."
1022432941648084992,2018-07-26 10:46:23,This is why the product called Money offered by the companies called The Banks has done so well across the centuries.
1022432939714469888,2018-07-26 10:46:23,In crypto-assets and in life there are few products more personal than MONEY.
1022432937277579264,2018-07-26 10:46:22,But the killer app that rises will always be closer to the user. And likely the middleware(s) it uses will reach its edges for such a killer app at scale and it will move to develop its own custom middleware (we’ve seen this before in tech history).
1022432935365017600,2018-07-26 10:46:22,"For the discussion at hand that @cburniske posed a possible shift in value to middleware, I think it adds horizontal intimacy, more developers can access them, and perhaps the apps built on them that can be both horizontally and vertically intimate."
1022432933154627587,2018-07-26 10:46:21,"This is why the new buzzwords are buzzy. IoT, VR, AR... they all get closer to the human. Intimacy = big dollars."
1022432930881257472,2018-07-26 10:46:21,"This BTW was the reason why Google had no choice but to do Android, else be disintermediated by a platform closer and more intimate to the customer."
1022432928633180165,2018-07-26 10:46:20,"Apple, being the most valuable company reinvented itself by creating hardware and software that was more intimate - the iPhone. Its valuation outstripped Google who was in the “more valuable” data business."
1022432926477283328,2018-07-26 10:46:20,Let’s look back at the broad stroke of ”hardware ⟿ software ⟿ data” and pick nuanced exceptions.
1022432923969052672,2018-07-26 10:46:19,"PC software became intimate horizontally to our species.

Cloud data became intimate vertically to the individual. (Monetisation squared)"
1022432922064900096,2018-07-26 10:46:19,"There’s two facets to intimacy.

One is horizontal, because it is more human (intimate to the species) it captures a broader population.

The other is vertical, because it is intimate to the individual, it captures higher revenue per user, higher ARPU."
1022432919749578752,2018-07-26 10:46:18,Each successive step captures more intimacy and therefore power.
1022432917736353792,2018-07-26 10:46:18,The network that developed by connecting the shear number of personal machines allowed value in accrue in the data flowing through its veins. Data as a platform. In other words the data became intimate to our wants and needs. Google big data magic.
1022432915257524224,2018-07-26 10:46:17,"Software lit us up, ordinary people could use it, we could put our personal lives on it with nice and human friendly GUIs. Computers became intimate, they became personal computers, PCs."
1022432913328091138,2018-07-26 10:46:17,Hardware was in the domain of moving magical computing out of research labs / corporations and into to the intimate domain of our homes.
1022432906243985411,2018-07-26 10:46:15,"Though this has been the broad trend and an investable thesis, I think it misses the underlying physics. The golden driving rule is more likely “the platform most intimate with the user captures the highest value.” Hence: hardware ⟿ software ⟿ data https://t.co/6g1V4yePSw"
1022226322872000513,2018-07-25 21:05:22,@SwattExchange Cool. Will love to try out the alpha when I get some time on the tools next.
1022095932677128192,2018-07-25 12:27:14,@psommariva @novogratz @twobitidiot So is Twitter’s 4 option surveys and my sense of humour.
1021720497191575552,2018-07-24 11:35:23,@twobitidiot @novogratz I was more fascinated by the results in the first 120 seconds of posting the survey showing the teens and 20s dominating... they truly dominate in real-time social media.
1021691158131625984,2018-07-24 09:38:48,"RT @woonomic: @novogratz @twobitidiot Ditto. 

For that matter how old is everyone in crypto?"
1021691084911636480,2018-07-24 09:38:31,"@novogratz @twobitidiot Ditto. 

For that matter how old is everyone in crypto?"
1021511830496268288,2018-07-23 21:46:13,"RT @woonomic: @kenoshaking It's tongue &amp; cheek, troops are tired. This is our third dead cat. If rev-HS completes, then 8500 is the likely…"
1021511285127622656,2018-07-23 21:44:03,@ToneVays @LucidInvestment @UglyOldGoat1 @TuurDemeester @Crypto_Core @venzen Sure. Would love to. PM me whenever you want.
1021064068726247425,2018-07-22 16:06:59,"Now the good news:

The skills we learn from dabbling in trading will serve us a lifetime in good financial literacy. Knowing better when to buy our home, when to move money offshore, when to invest in a stocks... The world runs on markets. 

So even if we lose, we win."
1021064066968768512,2018-07-22 16:06:58,"(Tell me if anyone figures this out risk management for crypto, short of stalking that screen 24/7 with cat naps like a deployed Delta Force; it's so volatile, that all I see are a bunch of players triggering stops &amp; collecting rent. Another reason why I like long term moves.)"
1021064064401846272,2018-07-22 16:06:58,"And once you get the hang of it, you'll probably still lose, cos winning long term is not just calling what's up or down next, it's about trading with the cleanest line, the best ROI for risk taken. And complementing that with bailing out when you're wrong."
1021064062757756932,2018-07-22 16:06:57,"For example the most accurate BTC trader I know does the 30m candle for day trading, while my strength is inter-month movements. 

This is probably because I appreciate sleeping, and I don't really trade professionally like a job."
1021064061256196096,2018-07-22 16:06:57,"You'll probably develop your own ideas and style in time. Go with that, find your strength and stick to it. Copying others can be a trap, they can throw you off your own game."
1021064059704225792,2018-07-22 16:06:56,"Now about those cute little fuckers in your Trading View. Those indicators.

Bit by bit, in your own time, Google them, understand the reasoning behind them. See which ones work for you.

They're far from perfect, someone just made that shit up - you can too one day."
1021064058206932998,2018-07-22 16:06:56,"Finding traders with accurate price calls is sexy and all, but really I think it's better to find traders who explaining their thinking behind the calls. I always appreciate @ToneVays for his educative reasonings."
1021064056600440834,2018-07-22 16:06:56,"Probably a good idea to follow the good traders, keep away from pump and dump groups, listen/watch the good webcasts."
1021064055153455104,2018-07-22 16:06:55,"Reminiscences of a Stock Operator is considered a classic must read, I love that book, written in the early 1900s, it made me see that nothing in crypto markets is new."
1021064053391839232,2018-07-22 16:06:55,"I would state the obvious. ""Learning to trade is like learning to swim. We learn by doing it.""

Do it first, then read the books at the same time."
1021064051630190595,2018-07-22 16:06:55,"Crypto is a great place to learn trade skills, you can trade a tiny balance. Tiny is important, as it'll be your tuition fee... ""Your goal is to maximise learnings from the tuition fee, which you are going to lose."""
1021064050170630144,2018-07-22 16:06:54,"In the 2017 bull season I would get asked a lot about learning to trade. That was kinda weird cos I never consider myself a trader, but anyway I would say usually the same sorts of things. Like this..."
1021064048769675265,2018-07-22 16:06:54,True mastery of any art trends to zen. #IMO
1021064046529974275,2018-07-22 16:06:53,"This is because our first monster to slay is our own greed, which will turn on us and eat us for breakfast. Good traders are objective, unemotional, do not exhibit fear when the market freaks, they are zen."
1021064044235673602,2018-07-22 16:06:53,"Since Sundays are great for long diatribes... Here we go...

The best way to learn to trade is NOT with motivations like this. If you're in it for ""doors that open like this"" and ""not like this"", then you'll get rekt.

(Silicon Valley TV reference) https://t.co/cJK6gb8Mt7"
1021024760963248130,2018-07-22 13:30:47,"@kenoshaking It's tongue &amp; cheek, troops are tired. This is our third dead cat. If rev-HS completes, then 8500 is the likely flat top, then we continue our unwind, good things take time. We're now balancing for a bit, just as much chance that this represents the top of the 3rd dead cat. #IMO"
1020971381851410432,2018-07-22 09:58:40,"Bitcoin Nation's valiant support line is the new traitorous resistance. Blue line charts the underground activity of a cell group codenamed ""128MA"". Tune in next week to see if the nation's tired troops can break the line with a rev-HS manoeuvre to victory. https://t.co/lTZXbgBuKu"
1020242783670595584,2018-07-20 09:43:29,"@levelsio @kaigradert ""Free"" started in the 1990s, during the dotcom when the Valley was swimming in a bubble of money. The time after 2001 was the period where web 2.0 ventures founded, many of these charged. Today's ecosystem is less ""free"" offerings than the 1990s, I was there through it all."
1018963237038182401,2018-07-16 20:59:01,"@zmanian Thanks, I stand corrected then. The second part of the first sentence and participation in its economic model was the point I wanted to get across."
1018941351587610625,2018-07-16 19:32:03,"@MZietzke @Carsten71071425 I concur @MZietzke. HODLing doesn't impact price, only the act of buying/selling does. It also adds liquidity which is necessary for a money to be useful. We know from NVT studies that the on-chain transaction rate is directly correlated to network value (causation aside)."
1018901190778720256,2018-07-16 16:52:28,"@AJSaintWarrior @l1v3rl3ss Judging people on their race or nationality is just choosing to make your mindset shallow and primitive. Good luck with that in the 21st century global society we are in. Case in point, I was born and raised in the British Commonweath."
1018879019230654466,2018-07-16 15:24:22,"Satoshi solved the Byzantine General’s Problem, unsolved through the millennia, by merging the fields or computer science, cryptography, networks and economic theory. When you buy BTC you participate in the latter. You become an active part of delivering trustless P2P payments. https://t.co/1XUwOs13Yk"
1018398671107514368,2018-07-15 07:35:38,"@S4FCB @cryptostardust LOL, thanks, I missed that bit of news."
1018394771075796992,2018-07-15 07:20:08,Hmmm... I wonder how the liquidity will look across the minor markets and therefore measures to protect from the pump and dump brigade. https://t.co/JO3O7ceQv1
1018392177511149568,2018-07-15 07:09:50,"RT @woonomic: @bradmillscan @DJohnstonEC @CoinText Interestingly, looks like we are hitting the fastest part of the mobile data S-curve, ov…"
1018392094971514881,2018-07-15 07:09:30,"@bradmillscan @DJohnstonEC @CoinText Interestingly, looks like we are hitting the fastest part of the mobile data S-curve, over half the world population now. Developing areas leading the drive being ‘mobile first’. I suspect the need for SMS payments has a very narrow time window of use case. https://t.co/m4mSU3xgwo"
1018169608690454529,2018-07-14 16:25:26,"@AJSaintWarrior @l1v3rl3ss OMG. U obviously don't even know me. I believe this era of nation states will pass, and I'm certainly not a statist but it's clear you're being a labelist."
1018006090510987264,2018-07-14 05:35:40,"RT @woonomic: People wish they had gotten in earlier. Really, in terms of risk taken vs returns, it's similar to the early years. The OGs o…"
1017900065879404545,2018-07-13 22:34:22,"Really enjoying The Clock by Seense on my Mac. I don't usually tweet out on products, but in this case, doing it cos I'm really hoping @seensedotcom can add a ""CMD+C copy to text"" feature so I can find scheduled meeting times across different timezones and paste it into messages https://t.co/4f4EDLOh85"
1017833563037761536,2018-07-13 18:10:06,"@VinnyLingham @laurashin Wow, thanks Vinny, that means a lot. 🙏"
1017812574329548801,2018-07-13 16:46:42,Thanks @laurashin - I enjoyed being on the show! https://t.co/Soa9adwO4b
1017736645544742913,2018-07-13 11:44:59,"@MJ_Sykes @Bob_le_chinois @stalcottsmith The directionality of causality is irrelevant to the importance of measuring monetary velocity on the chain. Good money drives velocity, or velocity drives good money. In either direction it's important to measure velocity; which is the discussion at hand."
1017676023943581697,2018-07-13 07:44:06,"RT @woonomic: @Bob_le_chinois @stalcottsmith The superficial take on Gresham's Law ""bad money is spent, good money is kept"" makes sense, bu…"
1017675355497357312,2018-07-13 07:41:26,"@Bob_le_chinois @stalcottsmith The superficial take on Gresham's Law ""bad money is spent, good money is kept"" makes sense, but is wrong. In crypto-asset reality, we see an intensely high correlation between store of value and velocity of circulation. Measuring the value transmitted by these chains has gravity https://t.co/R0gDdrsW5V"
1017514140921974785,2018-07-12 21:00:50,"@CarimboTochas @BitcoinVisuals That was Coinbase. Also Bitfinex kicked in with Segwit roughly at that time too.
https://t.co/NUjoDYEIgm"
1017512499489406977,2018-07-12 20:54:19,"@BubiTwitt Yes it ceded a lot of PPS to alts as fees climbed too high for small payments. But to my point, the value transmitted continues its healthy growth. Only ETH has higher growth prob through its use for ICOs. ETH now faces strong challenges with its own scaling challenges. https://t.co/jtxeaBZ5H6"
1017424434066608128,2018-07-12 15:04:22,"Footnotes:
Payments per second is derived by [outputs per day - transactions per day], or equivalent of [outputs-1] on a per transaction basis.

Data sources:
@BitcoinVisuals - tx outputs
@blockchain - estimated USD transmitted"
1017424432581742592,2018-07-12 15:04:22,Note 90 PPS is entirely academic; most payments by users are not batched and these are majority of txs on the network. Unless the network moves to trusted third parties to clear payments (I hope not).
1017424429385748481,2018-07-12 15:04:21,"It's interesting to note that during the dust 'spam' / 'stress tests' of 2015 (which put out a ton of outputs per tx) at peak, the network sustained a 24hr average of 22.5 payments per second. Today's equivalent with Segwit at full capacity would be 90 payments per second. https://t.co/MzsUA4MRrV"
1017424427196305409,2018-07-12 15:04:20,"Payments per second differs from TPS in that it takes into account that sometimes there's many payments in one transaction due to batching efficiencies and ignores wallet maintenance ""consolidation"" transactions - stuff that happens at exchanges and other service providers."
1017424424826540032,2018-07-12 15:04:20,"The BTC chain currently transmits $10k per second, which is on par with mid 2017 levels. Meanwhile payments per second and transactions per second have declined to late 2015 levels, which has caused fear that ""nobody is using Bitcoin"". I doubt this is the case. https://t.co/Zb59cBJwUe"
1017354336626774016,2018-07-12 10:25:50,#thisisnotinvestmentadvice
1017354335183884288,2018-07-12 10:25:49,"People wish they had gotten in earlier. Really, in terms of risk taken vs returns, it's similar to the early years. The OGs of Bitcoin (mostly) invested sparingly, no more than 1%-2% of portfolio exposure was a guide in 2014, today it's less risky and can carry more allocation"
1017354332440801281,2018-07-12 10:25:49,This is how BTC has compared to other asset classes in risk-adjusted ROI vs other asset classes since its inception. Based on a 2 year hold period. Risk is measured as the changeability of your returns. #playthelonggame #cryptotwitter https://t.co/TtBALoVSbL
1017333359813562368,2018-07-12 09:02:28,"I was missing the https://t.co/Dd0mOhH81t chart, so I've just put up a Segwit Adoption Chart here: https://t.co/Ccr5sGZoPV. Shout out to @BitcoinVisuals for the use of their excellent data. https://t.co/KzumDlGnxz"
1017193336392712193,2018-07-11 23:46:04,"@JpintoPedro Then you'll know that getting a bill for 26.85840735 BTC will be a rare find  and tipping 3.14159265 BTC will be rarer, esp if Bitcoin wins at $400k-$2m per BTC. :)"
1017047349938610176,2018-07-11 14:05:58,"If Bitcoin wins the future of money, sadly, this kind of tipping will be missed. https://t.co/ub4TkEK5nq"
